PROJECT,SiteID,DEPTH_FROM,DEPTH_TO,SampleID,CuPPM,AuPPM,AgPPM,UPPM,FePPM,AsPPM,AlPPM,BaPPM,BiPPM,CaPPM,CdPPM,CePPM,CoPPM,CrPPM,CsPPM,DyPPM,ErPPM,EuPPM,FPPM,GaPPM,GdPPM,HfPPM,HoPPM,InPPM,KPPM,LaPPM,LuPPM,MgPPM,MnPPM,MoPPM,NaPPM,NbPPM,NdPPM,NiPPM,PPPM,PrPPM,PbPPM,RbPPM,SbPPM,ScPPM,SePPM,SmPPM,SnPPM,SPPM,SiPPM,SrPPM,TaPPM,TbPPM,TePPM,ThPPM,TiPPM,TmPPM,WPPM,VnPPM,VPPM,YPPM,YbPPM,ZnPPM,ZrPPM,PtPPM,PdPPM
SAR,DD21LAR007,323,325,D2002911,5,0.005,0.1,15,88300,1,67000,325,0.05,3050,0.05,106,13.8,65,2.9,4.5,3,1,,15,7,3.5,0.5,0.25,22900,52,0.25,27100,500,0.5,2900,3,43,20,500,12,5,131,0.25,10,1,7,2.5,150,290000,8.4,0.3,1,0.1,17.5,2600,0.25,6,,60,26,2,40,130,,
SAR,DD21LAR007,325,326.7,D2002912,5,0.005,0.1,7,92700,1,75200,328,0.05,3650,0.05,90,15.4,60,2.8,5,3,1,,18,7,4,0.5,0.25,23100,45,0.25,35200,620,0.5,2500,3,37,20,600,10,5,132,0.25,12,1,7,2.5,100,267000,6.4,0.3,1,0.1,18,3100,0.25,6,,60,26,2,50,155,,
SAR,DD21LAR007,326.7,327.7,D2002913,20,0.005,0.1,12,45000,6,66600,202,0.2,5000,0.05,75,9.4,40,3,10,5,1.5,,14,9,5,2,0.25,14200,37,0.25,17000,480,0.5,21800,2.5,33,10,500,9,5,83.5,0.5,8,1,7,2.5,350,326000,19,0.2,1.5,0.1,31.5,2300,0.25,1.5,,40,55,4,40,180,,
SAR,DD21LAR007,327.7,329.5,D2002914,5,0.005,0.1,14.5,55200,1,74900,346,0.05,3550,0.05,113,15.6,60,3.9,7,4,1.5,,20,9,5.5,0.5,0.25,25000,55,0.25,33000,660,0.5,4300,2.5,49,20,600,13.5,5,152,0.25,10,1,9,2.5,150,288000,8.6,0.1,1.5,0.1,20,3100,0.25,6,,60,38,4,60,200,,
SAR,DD21LAR007,329.5,331.5,D2002915,5,0.005,0.1,8,78500,12,79300,611,0.2,4050,0.05,106,15.4,65,10.3,5,3,1.5,,19,8,4,0.5,0.25,39700,52,0.25,17200,660,3,3750,5,45,20,700,12.5,5,235,0.25,14,1,7,2.5,100,283000,16.4,0.2,1,0.4,16.5,3200,0.25,9,,75,27,3,30,145,,
SAR,DD21LAR007,331.5,333.5,D2002916,170,0.005,0.1,10,64900,6,74100,571,0.5,3700,0.05,81,11.8,70,8.8,4.5,3,1,,18,6,4.5,0.5,0.25,40000,39,0.25,15600,700,2,1600,6.5,32,30,600,9,5,227,0.25,12,1,6,2.5,200,305000,8.4,0.2,1,0.1,17,3450,0.25,6,,75,23,2,50,175,,
SAR,DD21LAR007,333.5,335.7,D2002917,20,0.005,0.1,5,61000,6,77500,590,0.2,4950,0.05,74,13.6,65,9.5,4.5,3,1,,17,6,5.5,0.5,0.25,36500,36,0.25,14700,680,2,6850,7.5,30,30,600,8.5,5,215,0.25,14,1,6,2.5,150,301000,29.4,0.3,1,0.1,16,3750,0.25,6,,80,25,3,70,190,,
SAR,DD21LAR007,335.7,337,D2002918,5,0.005,0.1,6,42000,1,68100,444,0.05,5100,0.05,89,9.4,60,7.9,5.5,4,1.5,,15,7,9,0.5,0.25,26200,42,0.25,12100,480,0.5,13600,6,35,20,600,10,10,156,0.25,10,1,6,2.5,50,328000,29,0.2,1,0.1,18,3450,0.25,1.5,,70,35,4,40,200,,
SAR,DD21LAR007,337,339,D2002919,5,0.005,0.1,5,83300,1,80100,594,0.05,3400,0.05,94,12.6,70,5.1,5.5,3,1.5,,20,7,5,0.5,0.25,33600,46,0.25,16900,500,0.5,6850,4,37,30,800,10.5,5,180,0.25,14,1,6,2.5,100,281000,10,0.2,1,0.1,16,3750,0.25,6,,80,29,3,40,165,,
SAR,DD21LAR007,339,341,D2002921,5,0.005,0.1,6,61800,1,68300,421,0.05,4700,0.05,86,10.8,60,5.2,5,2,1,,15,7,5,0.5,0.25,25400,44,0.25,15200,420,0.5,10400,3.5,35,20,700,10,5,130,0.25,12,1,6,2.5,50,307000,13.4,0.1,1,0.1,15,3250,0.25,6,,70,25,2,20,175,,
SAR,DD21LAR007,341,343,D2002922,100,0.005,0.1,4.5,87200,1,65900,421,0.05,5500,0.05,85,10.8,65,5.9,5.5,3,1,,16,7,5,0.5,0.25,24600,42,0.25,14300,480,0.5,11700,3.5,34,20,900,9.5,5,149,0.25,12,1,6,2.5,250,290000,20.6,0.1,1,0.1,15.5,3250,0.25,6,,70,29,3,20,180,,
SAR,DD21LAR007,343,345,D2002923,50,0.005,0.1,7,53900,1,75900,495,0.2,5200,0.05,88,12,70,5.9,5,3,1,,17,8,5.5,0.5,0.25,31100,44,0.25,15300,660,0.5,9100,6,36,20,700,10,5,184,0.25,12,1,7,2.5,150,306000,20.4,0.3,1,0.1,17,3850,0.25,1.5,,80,29,2,40,210,,
SAR,DD21LAR007,345,347,D2002924,20,0.005,0.1,14,58500,1,78400,609,0.2,4350,0.05,112,12.4,65,5.6,4.5,3,1.5,,18,7,5.5,0.5,0.25,34700,59,0.25,14500,660,0.5,5600,6,40,30,600,12,5,194,0.25,12,1,7,2.5,150,297000,20.4,0.3,0.25,0.1,16.5,3700,0.25,6,,80,23,3,40,170,,
SAR,DD21LAR007,347,349,D2002925,40,0.005,0.1,16,55500,1,80000,595,0.2,5100,0.05,118,12,70,3.6,5,3,1.5,,18,8,5.5,0.5,0.25,37900,58,0.25,13600,720,0.5,4100,7,48,20,600,13,5,205,1,14,1,9,2.5,50,307000,18.4,0.3,1,0.1,17,3800,0.25,6,,80,26,2,20,185,,
SAR,DD21LAR007,349,351,D2002926,70,0.005,0.1,7,64000,1,73300,523,0.4,4250,0.05,71,10.8,75,3.7,5,3,1,,16,6,5.5,0.5,0.25,34000,35,0.25,12200,520,0.5,4500,4.5,30,20,800,8.5,5,172,0.5,12,1,6,2.5,100,313000,25.2,0.2,1,0.1,18,3850,0.25,1.5,,80,26,3,10,225,,
SAR,DD21LAR007,351,352.1,D2002927,5,0.005,0.1,6,98900,1,76300,510,0.05,12300,0.05,116,20.6,145,11.4,5.5,3,1.5,,19,7,4,0.5,0.25,29200,57,0.25,20500,820,0.5,13100,4,44,50,1100,13,5,198,0.5,16,1,7,2.5,25,257000,138,0.1,1,0.1,20,3800,0.25,6,,90,27,2,20,150,,
SAR,DD21LAR007,352.1,354,D2002928,20,0.005,0.1,5,78700,1,69900,545,0.05,6100,0.05,93,14,70,5.1,5,3,1,,17,7,5,0.5,0.25,29900,45,0.25,14900,640,0.5,6550,4,38,20,800,10.5,5,172,0.25,14,1,7,2.5,50,297000,47,0.2,1,0.1,16.5,3350,0.25,1.5,,75,28,3,20,175,,
SAR,DD21LAR007,354,356,D2002929,10,0.005,0.1,6,75800,1,74500,587,0.05,5950,0.05,103,11,65,2.7,5.5,3,1,,17,8,5,0.5,0.25,34900,49,0.25,16200,680,0.5,2900,3.5,43,20,800,12,5,182,0.25,12,1,7,2.5,100,291000,17.4,0.3,1,0.1,17.5,3600,0.25,6,,75,28,3,20,175,,
SAR,DD21LAR007,356,358,D2002930,5,0.005,0.1,4.5,68500,1,75000,428,0.05,3150,0.05,70,13.2,60,3,5,3,1,,16,6,5.5,0.5,0.25,30000,33,0.25,17400,560,0.5,6000,3,30,30,600,8,5,163,0.25,12,1,6,2.5,50,292000,16.8,0.1,1,0.1,16,3600,0.25,1.5,,75,27,2,20,185,,
SAR,DD21LAR007,358,360,D2002931,5,0.005,0.1,7,68500,1,62700,405,0.05,5600,0.05,103,11.2,40,2.1,5,3,1,,15,8,5,0.5,0.25,26800,49,0.25,15200,720,2,3000,4.5,40,20,600,12,5,143,0.25,10,1,8,2.5,25,310000,12.8,0.2,1,0.1,18.5,2500,0.25,6,,55,29,3,20,175,,
SAR,DD21LAR007,360,362,D2002932,5,0.005,0.1,5,93100,1,72400,512,0.05,5250,0.05,84,13.2,65,2.5,4.5,2,1,,16,6,4.5,0.5,0.25,33700,41,0.25,16000,880,2,1350,5,34,20,600,9.5,5,165,0.5,12,1,6,2.5,100,279000,10.8,0.3,1,0.1,15,3100,0.25,6,,70,23,2,20,160,,
SAR,DD21LAR007,362,364,D2002933,5,0.005,0.1,8,79900,1,73900,524,0.2,4800,0.05,64,15.4,75,4.2,4,2,1,,17,6,5.5,0.5,0.25,34200,31,0.25,18000,880,0.5,2200,4.5,27,30,800,7,5,188,0.5,12,1,5,2.5,100,284000,11.2,0.1,0.25,0.1,15.5,3650,0.25,6,,80,24,2,30,200,,
SAR,DD21LAR007,364,366,D2002934,50,0.005,0.1,8,59200,1,67800,365,0.2,5200,0.05,71,15.8,140,7.2,5,3,1,,17,4,5.5,0.5,0.25,31100,34,0.25,21700,1160,1,1250,7.5,29,50,700,8,5,210,1.5,14,1,5,2.5,100,302000,7,0.6,1,0.1,16,3500,0.25,6,,80,23,2,30,180,,
SAR,DD21LAR007,366,368,D2002935,10,0.005,0.1,8,132000,1,62400,364,0.05,6600,0.05,60,14.8,60,4.7,4.5,2,0.25,,15,4,4,0.5,0.25,28200,30,0.25,14400,1160,0.5,750,6.5,25,20,800,7,5,160,1.5,10,1,4,2.5,200,266000,8.4,0.4,0.25,0.1,13.5,3100,0.25,6,,70,21,2,20,170,,
SAR,DD21LAR007,368,370,D2002936,5,0.005,0.1,7.5,85300,6,72500,458,0.05,8700,0.05,74,12,65,6.5,4,2,1,,18,4,4,0.5,0.25,35100,36,0.25,13600,1200,0.5,900,7,30,20,700,8.5,5,204,1,12,1,5,2.5,150,281000,10,0.4,0.25,0.1,15,3450,0.25,6,,70,21,2,20,155,,
SAR,DD21LAR007,370,372,D2002937,20,0.005,0.1,8,80000,6,67100,404,0.4,16000,0.05,85,10.2,65,5.7,5,3,1,,17,7,5,0.5,0.25,31400,41,0.25,17000,1580,0.5,850,5.5,35,20,700,10,5,196,1,12,1,7,2.5,150,278000,9.6,0.4,1,0.1,15.5,3250,0.25,6,,70,28,3,20,175,,
SAR,DD21LAR007,372,374,D2002938,5,0.005,0.1,5,50700,6,76700,499,0.05,5150,0.05,95,10.4,75,5.4,5,3,1,,19,7,6,0.5,0.25,36700,46,0.25,13000,880,0.5,900,7,39,30,700,11,5,210,1,14,1,6,2.5,50,307000,10.2,0.4,1,0.1,17,3800,0.25,6,,75,28,2,20,220,,
SAR,DD21LAR007,374,376,D2002939,20,0.005,0.1,8.5,96700,6,67800,422,0.2,6150,0.05,56,12.4,55,6.2,3.5,2,0.25,,18,4,4.5,0.5,0.25,32000,27,0.25,15100,840,0.5,850,6,25,20,900,6.5,5,186,1,12,1,4,2.5,100,283000,8.4,0.3,0.25,0.1,15.5,3000,0.25,6,,70,22,2,20,155,,
SAR,DD21LAR007,376,378,D2002941,20,0.005,0.1,6,55400,6,73200,438,0.2,7300,0.05,117,10.8,80,5.6,5.5,3,1.5,,16,8,5.5,0.5,0.25,34700,57,0.25,13700,920,1,900,7,48,20,800,14,5,184,1,12,1,9,2.5,150,310000,10,0.4,1,0.6,17,3900,0.25,6,,75,29,2,20,215,,
SAR,DD21LAR007,378,379,D2002942,5,0.005,0.1,5,54200,1,77300,526,0.05,3850,0.05,79,10.2,75,5.1,4.5,3,1,,18,6,6.5,0.5,0.25,36900,39,0.25,13900,560,0.5,1250,7,31,30,800,9,5,186,0.5,14,1,5,2.5,25,305000,8.4,0.4,1,0.1,18,4200,0.25,6,,75,23,2,20,250,,
SAR,DD21LAR007,379,381.2,D2002943,5,0.005,0.1,13.5,95500,6,71400,530,0.05,4950,0.05,86,13.6,60,8,4.5,2,1,,18,5,5,0.5,0.25,36000,44,0.25,13800,760,0.5,1050,8.5,35,30,900,9,5,218,1,12,1,6,2.5,150,289000,11.6,0.5,1,0.1,18,3500,0.25,6,,75,23,4,20,220,,
SAR,DD21LAR007,381.2,383,D2002944,5,0.005,0.1,8,59400,1,74300,556,0.05,5200,0.05,139,8.8,70,3.8,5.5,3,2,,17,8,5.5,0.5,0.25,37300,72,0.25,11100,680,0.5,1050,6,57,20,800,15,5,192,1,14,1,10,2.5,50,303000,7.8,0.4,1,0.1,18.5,3900,0.25,6,,80,32,3,10,245,,
SAR,DD21LAR007,383,385,D2002945,5,0.005,0.1,26.5,72100,1,76100,541,0.05,4950,0.05,103,9.6,65,4.6,5,3,1.5,,20,7,6,0.5,0.25,37500,52,0.25,11500,820,0.5,1150,7,43,20,900,11,10,213,1,12,1,8,2.5,150,297000,11.8,0.3,1,0.1,18.5,3850,0.25,6,,85,27,2,20,230,,
SAR,DD21LAR007,385,387,D2002946,30,0.005,0.4,8,75500,1,63000,442,0.05,5050,0.05,80,10.8,60,3.3,5,3,1,,17,6,5,0.5,0.25,31300,41,0.25,9100,1380,0.5,900,6,33,20,700,9,5,166,0.25,10,1,6,2.5,250,322000,9.2,0.2,1,0.1,16,3200,0.25,3,,65,26,2,20,210,,
SAR,DD21LAR007,387,389,D2002947,10,0.005,0.1,10,76300,1,70800,497,0.05,3800,0.05,76,10,60,4.9,4.5,3,1,,18,5,5,0.5,0.25,36600,39,0.25,8250,700,0.5,900,7.5,32,20,900,8,5,204,0.25,14,1,5,2.5,100,308000,10.8,0.4,0.25,0.1,16.5,3500,0.25,6,,75,27,2,20,205,,
SAR,DD21LAR007,389,391,D2002948,30,0.005,0.1,7,57900,1,73500,490,0.2,4100,0.05,92,10,60,4.4,4.5,3,1,,19,6,5,0.5,0.25,36500,48,0.25,9800,2160,0.5,900,7.5,38,20,800,10,5,202,0.5,14,1,7,2.5,150,307000,10,0.4,1,0.1,17.5,3550,0.25,6,,80,28,2,10,210,,
SAR,DD21LAR007,391,393,D2002949,60,0.005,0.1,9,64100,6,70100,494,0.7,7500,0.05,89,9,60,4.4,4.5,3,1,,18,5,5,0.5,0.25,34500,47,0.25,11600,1000,0.5,1000,7.5,37,20,700,9.5,5,192,0.5,12,1,7,2.5,150,314000,10.6,0.4,0.25,0.1,16.5,3600,0.25,6,,80,29,3,20,210,,
SAR,DD21LAR007,393,395,D2002950,10,0.005,0.1,7.5,94600,1,72200,520,0.4,4300,0.05,68,10.8,65,4.2,4.5,2,1,,19,5,5,0.5,0.25,35000,35,0.25,12000,1060,0.5,900,7,28,20,1000,7.5,5,200,1,12,1,5,2.5,100,292000,9.4,0.4,1,0.1,16,3500,0.25,6,,80,26,2,30,195,,
SAR,DD21LAR007,395,397,D2002951,10,0.005,0.1,6,57100,1,74500,578,0.5,3550,0.05,98,7.8,65,3.4,5.5,3,1,,20,6,5,0.5,0.25,37900,49,0.25,9000,980,0.5,1000,7,40,20,800,10.5,5,206,0.5,14,1,8,2.5,100,321000,11.6,0.3,1,0.1,18.5,3700,0.25,3,,80,30,2,50,220,,
SAR,DD21LAR007,397,399,D2002952,20,0.02,0.1,4.5,121000,1,58800,419,0.9,4700,0.05,138,11.2,55,2.9,4,2,1.5,,15,5,5,0.5,0.25,28300,79,0.25,9300,1300,0.5,850,5,43,20,1000,12.5,5,154,0.5,10,1,6,2.5,150,296000,9,0.3,0.25,0.1,13.5,2800,0.25,6,,60,24,2,30,175,,
SAR,DD21LAR007,399,401,D2002953,5,0.005,0.4,7,95100,6,68300,544,5,4200,0.05,56,12.2,65,8.1,3.5,2,0.25,,17,3,5,0.5,0.25,34500,28,0.25,14400,1340,0.5,950,6.5,23,20,900,6,5,209,1,12,2,4,2.5,150,293000,11.6,0.3,0.25,0.6,16,3400,0.25,6,,75,19,2,30,215,,
SAR,DD21LAR007,401,403,D2002954,20,0.005,0.1,8,77200,1,73200,572,0.2,4000,0.05,95,11,65,5.6,5,3,1,,19,5,5,0.5,0.25,36400,48,0.25,12700,880,0.5,1050,6.5,37,20,900,10.5,5,207,1,12,1,7,2.5,25,294000,10,0.2,1,0.1,17.5,3650,0.25,6,,80,27,3,30,230,,
SAR,DD21LAR007,403,405,D2002955,10,0.005,0.1,8.5,83600,1,66300,513,0.4,3450,0.05,69,9.6,60,6.2,4.5,3,1,,17,4,7.5,0.5,0.25,34900,34,0.25,9800,800,0.5,950,7.5,27,20,900,7.5,5,209,1.5,12,1,5,2.5,100,304000,14,0.3,0.25,0.1,19,3450,0.25,6,,80,23,2,40,300,,
SAR,DD21LAR007,405,407,D2002956,5,0.005,0.1,6,55300,1,76900,578,0.5,5150,0.05,77,10.4,65,6.1,4.5,3,1,,19,5,5,0.5,0.25,39900,38,0.25,11500,720,0.5,1050,5.5,30,20,700,7.5,5,220,1,14,1,6,2.5,25,305000,9,0.3,0.25,0.1,17.5,3700,0.25,3,,80,28,3,20,200,,
SAR,DD21LAR007,407,409,D2002957,10,0.005,0.1,15,81100,1,67400,513,0.3,3950,0.05,89,13.2,60,9.5,5,3,1,,18,6,5.5,0.5,0.25,36000,42,0.25,13100,800,0.5,900,6.5,37,20,900,10,5,221,1,12,1,6,2.5,100,295000,9.6,0.3,1,0.1,18,3450,0.25,6,,75,26,3,30,230,,
SAR,DD21LAR007,409,411,D2002958,5,0.005,0.1,9.5,51800,1,74400,578,0.2,3700,0.05,85,10,75,7.5,4.5,3,1,,19,5,7,0.5,0.25,38300,42,0.25,14600,720,0.5,950,6.5,35,30,700,9,5,238,1,14,1,6,2.5,25,316000,8.4,0.3,1,0.1,20.5,3750,0.25,3,,85,27,3,40,265,,
SAR,DD21LAR007,411,413,D2002959,10,0.005,0.1,8,57600,6,75600,506,0.2,6000,0.05,66,14.6,60,6.6,5,3,1,,18,5,5.5,0.5,0.25,36000,33,0.25,16600,1120,0.5,900,7.5,26,30,700,7,5,210,1.5,12,1,4,2.5,50,302000,10.2,0.3,1,0.1,17.5,3800,0.25,3,,85,27,2,40,225,,
SAR,DD21LAR007,413,415,D2002960,5,0.01,0.1,7,58900,1,80400,594,0.3,4650,0.05,64,10.6,65,5,4,3,1,,20,4,5,0.5,0.25,40100,32,0.25,13500,1040,0.5,1050,5.5,26,30,700,7,5,225,1,14,1,5,2.5,100,296000,7.6,0.3,0.25,0.1,17.5,3600,0.25,6,,85,23,2,40,185,,
SAR,DD21LAR007,415,417,D2002962,20,0.005,0.1,12.5,90800,6,70200,506,0.4,5650,0.05,88,11.4,60,6.2,5,3,1,,19,6,5.5,0.5,0.25,34000,44,0.25,11200,2020,0.5,900,7.5,34,20,900,9.5,5,224,1,12,1,6,2.5,150,299000,11.6,0.4,1,0.1,18.5,3550,0.25,6,,75,29,3,30,215,,
SAR,DD21LAR007,417,419,D2002963,30,0.005,0.1,8,63700,1,72200,492,0.2,3800,0.05,108,10.2,65,5.7,5,3,1.5,,20,7,5,0.5,0.25,36200,55,0.25,10300,1120,0.5,850,7,42,20,800,12,5,209,0.5,14,1,8,2.5,250,318000,11,0.3,1,0.1,18.5,3500,0.25,6,,80,31,3,30,215,,
SAR,DD21LAR007,419,421,D2002964,30,0.005,0.1,25.5,87200,1,71400,514,0.4,3550,0.05,77,10.4,75,5.2,4,3,1,,18,5,5,0.5,0.25,34900,40,0.25,10300,1880,0.5,900,6,31,20,900,8.5,5,190,0.5,14,1,5,2.5,200,303000,10.4,0.2,0.25,0.1,16.5,3250,0.25,6,,80,26,2,50,200,,
SAR,DD21LAR007,421,422.5,D2002965,80,0.005,0.1,6.5,92000,1,68700,478,0.2,2900,0.05,65,9.4,75,4.1,4.5,3,1,,19,5,4.5,0.5,0.25,33700,40,0.25,8400,2000,0.5,900,7.5,26,20,800,7,5,193,0.25,12,1,5,2.5,150,304000,11,0.3,0.25,0.1,17.5,3000,0.25,6,,65,29,2,50,170,,
SAR,DD21LAR007,422.5,423.7,D2002966,150,0.005,0.1,10,80200,1,67200,475,0.9,3150,0.05,79,8,60,3.8,4.5,3,1,,19,5,5,0.5,0.25,33000,40,0.25,8600,2020,0.5,1000,6.5,33,20,700,9,5,191,0.25,12,1,7,2.5,300,313000,10,0.2,1,0.1,16,3200,0.25,3,,75,27,3,40,190,,
SAR,DD21LAR007,423.7,424.3,D2002967,3270,0.1,0.1,20,122000,6,55800,390,1.8,3750,0.05,56,16,50,7.1,5,4,0.25,,15,5,8.5,0.5,0.25,28100,28,0.25,10300,2880,2,800,7,23,20,700,6,10,187,1,10,2,5,5,3950,293000,12.4,0.4,1,0.1,17.5,2750,0.25,3,,60,29,3,50,190,,
SAR,DD21LAR007,424.3,425.5,D2002968,240,0.005,0.1,8.5,82500,1,64800,468,2.8,3700,0.05,85,8.6,60,4.4,4.5,3,1,,18,6,5,0.5,0.25,31800,43,0.25,8150,1960,0.5,950,7.5,34,20,800,9,5,183,0.5,12,1,6,2.5,400,318000,12.4,0.3,1,0.1,17.5,3050,0.25,6,,75,28,3,30,180,,
SAR,DD21LAR007,425.5,427.3,D2002969,130,0.005,0.1,8,46600,1,71900,472,1.4,3300,0.05,97,6,65,4.6,6,4,1,,20,6,6,0.5,0.25,35300,48,0.25,8650,580,0.5,1050,6.5,39,10,800,10,5,210,0.5,12,1,8,2.5,250,324000,11.8,0.2,1,0.1,18,3700,0.25,6,,85,32,3,30,245,,
SAR,DD21LAR007,427.3,429,D2002970,60,0.005,0.1,4.5,53200,1,73400,574,0.5,3700,0.05,68,12,65,5.2,4,2,0.25,,19,5,5.5,0.5,0.25,37400,34,0.25,10100,580,0.5,1200,5.5,27,20,800,7,5,222,1,12,1,5,2.5,50,315000,10.6,0.3,0.25,0.1,18.5,3850,0.25,6,,80,23,2,30,225,,
SAR,DD21LAR007,429,431,D2002971,5,0.005,0.1,8.5,114000,1,62900,465,0.2,4900,0.05,72,10.2,60,6.1,4,2,1,,17,5,5.5,0.5,0.25,30200,36,0.25,9700,800,0.5,4500,5.5,30,20,1000,8,5,202,0.5,12,1,5,2.5,100,292000,19.4,0.2,0.25,0.1,17,3150,0.25,6,,75,24,3,20,220,,
SAR,DD21LAR007,431,433,D2002972,5,0.005,0.1,18,103000,1,62400,475,0.4,3250,0.05,81,7.6,60,5.5,4,3,1,,18,5,5.5,0.5,0.25,32800,41,0.25,8250,580,0.5,1550,5.5,34,20,900,9,5,213,1,12,1,6,2.5,150,306000,11,0.3,1,0.1,17.5,3050,0.25,6,,60,26,2,20,210,,
SAR,DD21LAR007,433,435,D2002973,20,0.005,0.1,15,57100,6,72100,554,0.4,4550,0.05,73,7.8,65,8.7,4.5,3,1,,19,5,5,0.5,0.25,38700,38,0.25,12200,680,0.5,1100,6,28,20,700,7.5,5,250,1,14,1,5,2.5,100,317000,10.2,0.3,0.25,0.1,18,3500,0.25,6,,85,26,2,30,210,,
SAR,DD21LAR007,435,437,D2002974,20,0.005,0.1,9,51300,1,73200,528,0.2,5850,0.05,75,9.6,65,9,5,3,1,,19,5,5,0.5,0.25,37100,39,0.25,13900,640,0.5,2500,5.5,31,20,600,8,5,230,0.5,12,1,5,2.5,50,316000,19,0.2,1,0.1,16.5,3450,0.25,6,,85,26,3,30,185,,
SAR,DD21LAR007,437,439,D2002975,20,0.005,0.1,15,54200,6,73500,505,0.2,5200,0.05,82,13.8,65,8,4.5,3,1,,19,5,5,0.5,0.25,36300,42,0.25,15200,640,0.5,2950,3.5,32,20,600,8.5,5,229,1,12,1,5,2.5,25,313000,12.6,0.2,1,0.1,16.5,3350,0.25,3,,85,29,2,20,180,,
SAR,DD21LAR007,439,441,D2002976,60,0.005,0.1,6.5,48300,1,78200,548,0.2,4750,0.05,108,11.2,65,7,5.5,3,1.5,,20,6,5,0.5,0.25,38100,60,0.25,14900,680,0.5,1400,4.5,37,20,700,11,5,224,1,14,1,6,2.5,150,310000,9.4,0.1,1,0.1,17,3650,0.25,6,,90,30,3,30,215,,
SAR,DD21LAR007,441,443,D2002977,10,0.005,0.1,4.5,42300,1,75100,526,0.2,5000,0.05,85,11.6,75,7,4.5,3,1,,19,5,5,0.5,0.25,32100,43,0.25,14700,620,0.5,8300,4.5,35,20,700,9.5,5,198,0.5,14,1,6,2.5,100,316000,24.4,0.1,1,0.1,18,3500,0.25,6,,85,27,2,40,210,,
SAR,DD21LAR007,443,445,D2002978,5,0.005,0.1,5.5,48500,6,66400,479,0.5,6250,0.05,86,11.4,70,7,4.5,3,1.5,,17,5,6,0.5,0.25,29400,43,0.25,13500,880,0.5,9650,5,33,20,700,9.5,5,185,1,10,1,5,5,150,323000,28.2,0.2,0.25,0.1,18.5,3250,0.25,3,,70,26,2,20,225,,
SAR,DD21LAR007,445,446.8,D2002979,5,0.005,0.1,4.5,52400,6,65100,474,0.5,5750,0.05,94,10.4,65,6.8,4,3,1.5,,15,6,5.5,0.5,0.25,30100,46,0.25,12400,880,0.5,9250,9,37,20,600,11.5,5,183,1.5,10,1,7,2.5,25,313000,25.2,2.2,1,2,18.5,3150,0.25,6,,70,24,3,20,200,,
SAR,DD21LAR007,446.8,448,D2002981,5,0.005,0.1,4,52000,6,70000,439,0.2,9250,0.05,88,11.4,65,6.4,4,3,1,,17,6,5,0.5,0.25,34600,44,0.25,14200,1160,0.5,4500,5.5,35,20,500,10.5,5,223,1,12,1,7,2.5,25,301000,15.4,0.3,1,0.1,16.5,3200,0.25,1.5,,75,26,2,30,185,,
SAR,DD21LAR007,448,450,D2002982,5,0.005,0.1,4,48800,6,64800,413,0.3,9150,0.05,80,10.8,55,7.1,4,2,1,,15,5,4.5,0.5,0.25,32700,39,0.25,12300,1100,0.5,4350,7,34,20,600,9.5,5,203,1,12,1,6,2.5,25,315000,19,0.4,1,0.1,15,3100,0.25,1.5,,70,24,2,30,160,,
SAR,DD21LAR007,450,452,D2002983,10,0.005,0.1,4,51400,6,66400,461,0.3,6000,0.05,79,8.8,70,6.1,4.5,3,1,,16,5,5.5,0.5,0.25,34200,40,0.25,11900,840,0.5,3050,6,32,20,600,9.5,5,202,1.5,10,1,6,2.5,100,318000,12.6,0.4,0.25,0.1,17.5,3250,0.25,1.5,,75,26,3,30,190,,
SAR,DD21LAR007,452,454,D2002984,10,0.005,0.1,5,57200,6,70800,493,0.5,9550,0.05,84,10.2,65,9.7,4.5,3,1.5,,18,6,5,0.5,0.25,39200,43,0.25,16900,1440,0.5,1300,9,36,20,700,10,5,237,1.5,12,1,6,2.5,25,303000,13.2,0.4,1,0.1,16.5,3350,0.25,1.5,,80,25,2,20,205,,
SAR,DD21LAR007,454,456,D2002985,5,0.005,0.1,3.5,48700,6,67300,437,0.3,5500,0.05,75,10,65,7.8,4,2,1,,16,5,6,0.5,0.25,30100,39,0.25,14300,760,0.5,9250,6,32,20,700,9,5,164,1,10,1,6,2.5,100,317000,23.2,0.3,1,0.1,15.5,3500,0.25,1.5,,75,23,2,20,260,,
SAR,DD21LAR007,456,457.5,D2002986,5,0.005,0.1,2.5,53000,1,69900,455,0.2,4150,0.05,59,9,65,5.9,3,2,0.25,,16,5,5.5,0.5,0.25,33400,30,0.25,12700,680,0.5,7350,6,25,20,700,7,5,179,1,10,1,5,2.5,25,317000,14.6,0.3,0.25,0.1,15.5,3450,0.25,1.5,,75,22,2,20,220,,
SAR,DD21LAR007,457.5,459.5,D2002987,5,0.005,0.1,4,48300,1,67200,421,0.2,8200,0.05,75,8.8,60,8.6,3.5,2,1,,16,5,6,0.5,0.25,31100,37,0.25,14500,1020,0.5,9000,6.5,31,20,700,9,5,177,0.5,10,1,6,2.5,100,321000,28,0.3,1,0.1,16,3450,0.25,1.5,,75,23,2,10,245,,
